order_id,employee_id,order_date,amount
134,975,2023-02-15,1475.73
135,989,2024-03-21,9588.99
136,1537,2020-11-12,4758.31
137,833,2022-07-12,7024.3
138,101,2022-11-22,2038.81
139,95,2021-03-23,9383.59
140,471,2022-11-24,7401.84
141,241,2021-10-03,5729.14
142,1072,2022-02-12,375.32
143,1878,2024-02-05,118.85
144,179,2024-09-18,856.77
145,753,2025-01-18,4568.73
146,28,2022-06-24,6314.46
147,142,2024-11-19,9358.47
148,462,2025-09-10,4258.25
149,163,2022-12-12,9031.65
150,902,2023-11-14,1468.98
151,1652,2022-10-06,7605.21
152,789,2022-01-26,7814.84
153,416,2020-12-26,2327.06
154,52,2025-08-30,3591.19
155,1206,2023-02-23,5300.91
156,1699,2024-10-04,6871.05
157,1875,2020-11-15,4483.64
158,189,2025-08-23,4068.19
159,913,2024-01-31,2039.56
160,737,2024-08-29,8123.66
161,1181,2024-12-22,8920.45
162,1277,2022-12-19,736.77
163,1236,2022-04-06,1104.63
164,965,2024-03-09,6849.61
165,446,2025-05-05,8716.19
166,127,2024-04-12,6825.01
167,685,2024-12-19,2110.94
168,873,2022-05-18,7570.01
169,225,2021-03-18,626.97
170,1490,2024-02-06,7612.76
171,1948,2021-01-25,127.95
172,1423,2021-12-31,1589.82
173,158,2024-03-25,8963.75
174,328,2022-06-07,2659.41
175,705,2024-12-29,2713.39
176,1007,2022-09-05,9436.36
177,891,2021-02-03,3336.01
178,758,2021-10-28,8763.86
179,604,2024-12-20,5613.97
180,1033,2021-06-27,8987.72
181,157,2022-12-30,7428.21
182,1031,2022-01-30,5452.34
183,544,2022-10-20,4130.15
184,1303,2023-08-01,5504.47
185,1459,2024-03-13,4041.99
186,1245,2024-11-01,5647.33
187,1971,2023-06-06,6569.38
188,1010,2022-11-24,6911.84
189,1049,2025-08-11,8875.25
190,1924,2022-10-18,1439.4
191,1942,2025-07-04,3712.42
192,1710,2023-02-07,8002.5
193,1366,2020-10-27,765.1
194,1590,2023-11-28,503.44
195,1623,2024-09-05,8105.88
196,1450,2023-10-06,1925.1
197,400,2020-09-22,445.7
198,1126,2023-08-30,2005.64
199,1383,2021-03-14,5760.63
200,626,2021-10-14,5395.11
201,116,2023-03-09,5938.72
202,1080,2020-11-04,9043.49
203,1266,2023-10-12,1153.54
204,887,2025-05-17,7444.93
205,502,2025-06-25,4413.05
206,1947,2024-08-06,2232.04
207,502,2022-11-04,289.51
208,1676,2022-02-13,2008.55
209,241,2024-04-03,9815.92
210,294,2022-01-12,6828.53
211,868,2021-09-19,1633.13
212,1540,2021-03-02,8331.06
213,766,2022-01-05,2312.71
214,1886,2023-06-22,5592.45
215,1799,2021-05-02,5233.3
216,137,2020-10-19,3493.66
217,652,2023-03-30,7681.88
218,1381,2024-10-29,1932.15
219,1432,2023-04-29,6258.44
220,1288,2021-08-10,8512.84
221,1234,2022-06-27,677.46
222,809,2021-07-10,8909.13
223,109,2022-10-13,9358.07
224,932,2025-07-31,4429.39
225,1989,2022-08-09,3730.78
226,379,2023-10-13,9966.84
227,682,2024-05-08,4371.01
228,1801,2023-04-24,413.35
229,513,2021-07-06,3378.51
230,1602,2023-03-26,5799.09
231,1215,2022-09-09,5711.15
232,1386,2021-11-09,5693.05
233,1667,2024-04-01,611.78
234,1996,2025-07-18,2377.92
235,465,2024-12-31,3175.8
236,1217,2022-02-16,2960.37
237,262,2025-03-03,6216.71
238,910,2024-01-09,7790.0
239,934,2021-06-25,8721.37
240,1453,2023-06-19,6433.68
241,510,2025-03-04,8855.35
242,938,2021-02-20,4658.03
243,1605,2023-08-16,8686.32
244,913,2024-11-17,4061.89
245,1190,2021-11-24,6092.39
246,945,2022-01-24,2166.78
247,1217,2021-09-04,3701.3
248,1510,2024-02-20,8706.22
249,1247,2024-11-03,371.38
250,712,2023-06-30,5411.6
251,1827,2020-10-31,5377.96
252,469,2022-03-22,4921.23
253,705,2024-10-09,3177.97
254,1771,2025-07-15,227.01
255,1222,2022-07-22,1084.51
256,1803,2022-04-14,6491.54
257,110,2023-01-02,467.87
258,781,2024-03-08,8613.64
259,350,2024-04-08,5492.79
260,1970,2025-08-01,5872.4
261,481,2023-01-14,7921.11
262,1814,2023-08-22,8317.61
263,1342,2021-04-20,2023.81
264,988,2020-11-05,5893.93
265,1017,2023-11-04,6040.32
266,734,2023-01-05,4507.38
267,1571,2024-12-24,3142.51
268,219,2024-06-15,4471.59
269,51,2025-07-11,2804.34
270,1102,2023-11-29,9238.45
271,281,2025-08-20,6887.11
272,1885,2022-11-25,754.17
273,719,2023-03-06,9604.42
274,61,2023-03-09,2125.79
275,1357,2025-06-13,2746.1
276,1778,2021-01-05,2142.93
277,636,2021-07-29,9681.67
278,229,2024-04-21,1525.05
279,466,2021-03-26,4711.49
280,739,2020-10-18,8827.17
281,12,2023-07-22,1802.88
282,1783,2024-03-05,7346.76
283,1305,2024-04-27,504.54
284,1486,2024-08-08,3603.2
285,1590,2024-01-07,6810.82
286,1308,2023-02-04,8358.09
287,25,2021-01-31,3826.62
288,1923,2023-10-17,6725.4
289,1809,2022-12-20,4349.65
290,1779,2023-06-29,9448.1
291,1724,2023-04-18,1530.03
292,1963,2024-02-26,9524.11
293,160,2022-04-19,978.42
294,1793,2024-06-09,297.05
295,1917,2025-03-04,1262.01
296,782,2023-04-25,6954.13
297,1743,2024-02-12,9198.47
298,757,2023-12-05,7802.88
299,1766,2021-09-17,459.67
300,97,2023-02-15,4638.27
301,698,2025-06-09,9107.2
302,841,2025-01-06,3949.99
303,858,2025-08-01,7227.23
304,1423,2021-03-07,1783.03
305,930,2022-07-30,234.27
306,1000,2025-04-20,7358.51
307,1936,2022-01-12,7308.39
308,23,2025-07-21,7768.51
309,743,2021-12-02,2660.87
310,1779,2025-06-28,7605.58
311,47,2024-04-28,3784.86
312,989,2023-10-09,1278.58
313,1054,2025-08-05,7457.19
314,1618,2020-09-25,2161.24
315,1574,2023-06-17,6150.2
316,1772,2025-01-18,3722.56
317,1886,2021-06-01,4289.8
318,1392,2025-05-28,1599.48
319,1773,2020-10-20,1289.57
320,1195,2023-07-23,9425.26
321,1023,2023-05-11,6055.43
322,340,2024-03-22,9349.82
323,1840,2021-09-21,2361.59
324,256,2020-11-09,5082.15
325,408,2023-04-30,8067.56
326,1855,2022-07-06,4059.44
327,494,2021-08-12,374.23
328,1985,2022-09-08,5666.41
329,355,2023-05-13,2966.99
330,1367,2021-11-22,1879.6
331,1856,2025-04-24,896.45
332,1970,2025-04-16,3146.15
333,271,2023-03-03,8093.53
334,619,2025-08-08,8092.62
335,1379,2024-12-13,455.56
336,55,2022-09-08,733.93
337,1524,2023-10-12,5694.7
338,671,2023-03-13,2356.97
339,1386,2023-05-24,9713.55
340,20,2021-12-13,1703.97
341,1053,2021-07-29,2092.22
342,1638,2023-03-18,7302.77
343,582,2021-12-04,1279.92
344,1906,2025-01-09,4740.25
345,86,2022-12-04,6945.05
346,1698,2024-10-01,9510.48
347,1514,2024-11-27,5068.59
348,1882,2024-05-02,1807.24
349,1881,2023-07-03,3955.66
350,889,2024-01-13,2060.94
351,1790,2025-05-09,2143.74
352,585,2022-05-02,568.66
353,740,2024-01-17,7518.6
354,707,2021-08-09,8657.11
355,255,2024-08-11,5527.87
356,910,2021-03-05,8826.35
357,203,2021-09-30,6926.38
358,1723,2025-02-17,5521.21
359,704,2022-05-16,9475.26
360,396,2025-08-19,2393.88
361,722,2021-05-02,7346.7
362,1764,2021-08-23,8905.39
363,1021,2022-01-06,6359.08
364,1435,2025-07-26,3905.68
365,52,2023-01-23,636.47
366,1256,2023-07-19,9328.72
367,1242,2021-06-29,7997.5
368,1606,2023-08-28,8952.78
369,1879,2024-08-06,6544.78
370,1110,2020-10-08,4008.16
371,545,2021-04-22,5848.31
372,1792,2025-06-14,9222.53
373,419,2022-01-12,7934.34
374,582,2021-11-27,1415.19
375,1368,2021-04-09,1734.48
376,976,2022-07-12,1944.7
377,61,2020-09-13,3114.48
378,761,2023-01-05,3623.8
379,863,2024-11-09,5411.14
380,1494,2025-05-11,7892.74
381,708,2025-03-18,1093.05
382,1169,2025-05-05,8012.52
383,146,2022-06-29,680.26
384,84,2023-07-04,8834.92
385,1361,2022-05-17,8267.48
386,384,2022-08-01,1203.1
387,82,2025-07-05,8536.45
388,444,2020-09-12,2691.72
389,685,2022-11-09,2056.82
390,637,2021-04-01,4746.98
391,1871,2024-02-11,7589.51
392,689,2025-02-16,3843.07
393,987,2024-02-27,9764.98
394,1133,2023-12-01,2587.49
395,901,2024-09-27,8707.41
396,1379,2025-03-03,8339.65
397,288,2022-05-29,4899.73
398,1897,2021-11-07,4897.44
399,985,2021-10-11,525.07
400,1292,2021-03-16,6320.1
401,303,2022-01-20,1374.8
402,1883,2024-03-02,5465.0
403,1576,2025-09-04,2094.7
404,559,2025-08-22,266.72
405,1864,2021-03-25,2842.94
406,1674,2023-03-10,7398.42
407,1649,2021-01-22,5856.08
408,1561,2023-10-12,181.43
409,1734,2023-06-17,7758.23
410,1575,2023-09-30,1783.06
411,258,2023-02-09,4563.55
412,659,2025-06-24,3671.35
413,960,2025-01-08,2092.57
414,998,2024-04-28,9314.41
415,1403,2021-11-02,487.8
416,1845,2024-09-17,1010.85
417,1709,2021-11-14,2885.17
418,1391,2023-03-31,2046.87
419,1668,2023-03-01,106.64
420,695,2025-05-18,1107.53
421,602,2022-08-01,871.77
422,113,2022-06-15,3743.75
423,255,2020-11-28,3039.84
424,550,2025-03-18,2315.59
425,1785,2024-11-19,9355.98
426,1931,2024-12-19,211.42
427,300,2024-09-22,6776.99
428,681,2025-04-23,4406.15
429,333,2022-10-31,1872.56
430,624,2021-07-05,7924.19
431,1993,2023-04-10,512.05
432,1060,2025-03-13,3643.93
433,310,2025-01-14,3278.19
434,821,2022-04-20,146.71
435,153,2023-02-16,7856.12
436,638,2024-10-27,8863.94
437,109,2021-05-01,3991.59
438,726,2024-08-14,5263.19
439,1267,2021-08-24,9437.52
440,1157,2025-08-09,5020.71
441,1302,2022-10-20,9211.79
442,1052,2023-03-12,605.25
443,1524,2022-05-20,8147.16
444,345,2020-12-19,5300.48
445,712,2020-10-24,2534.57
446,1919,2022-08-28,7497.15
447,1999,2021-07-21,4449.56
448,837,2021-11-29,5214.61
449,1708,2023-03-28,2782.08
450,457,2023-08-13,6381.16
451,435,2021-04-17,7057.06
452,649,2023-05-12,8223.12
453,154,2025-03-11,3882.81
454,1902,2023-04-10,283.35
455,1041,2023-08-13,1442.99
456,451,2024-03-02,171.74
457,1267,2024-08-29,5041.21
458,273,2024-09-12,9769.11
459,1108,2021-08-24,6848.11
460,29,2025-06-19,6437.17
461,588,2022-02-04,3403.52
462,1497,2025-08-11,8514.47
463,437,2025-03-09,5178.4
464,746,2025-04-09,9105.73
465,1735,2021-05-29,4714.08
466,1648,2024-10-13,5930.43
467,1456,2021-12-30,504.9
468,1392,2022-05-06,8142.31
469,1681,2021-08-12,3223.77
470,773,2022-06-16,6033.54
471,1768,2021-11-20,363.26
472,1686,2022-01-10,5442.7
473,1675,2021-01-19,7026.1
474,551,2022-11-25,305.8
475,1626,2022-05-16,3815.6
476,1085,2023-11-20,3133.78
477,267,2022-07-05,3804.72
478,1284,2023-01-27,8505.61
479,1057,2021-11-23,1340.18
480,1414,2021-12-12,3477.39
481,562,2024-09-05,4886.9
482,434,2023-11-06,1343.17
483,932,2023-11-02,8962.8
484,455,2022-11-14,2241.72
485,368,2021-02-28,2871.68
486,1858,2023-07-14,2002.44
487,1513,2020-11-27,5679.34
488,1230,2024-03-05,2580.24
489,188,2025-07-26,5510.22
490,994,2025-03-01,4621.45
491,711,2023-05-04,9426.54
492,317,2021-09-13,5975.14
493,1626,2022-04-13,7744.41
494,1857,2022-04-16,9834.35
495,1857,2021-03-02,8009.98
496,1670,2022-09-03,7494.79
497,628,2022-07-22,2295.64
498,1266,2024-12-11,3141.09
499,1316,2022-03-19,269.37
500,12,2023-03-02,4646.91
501,1881,2022-01-12,8526.62
502,616,2024-01-09,7809.03
503,1622,2023-01-12,6458.64
504,1216,2024-10-04,689.99
505,354,2022-01-19,274.68
506,1848,2020-11-25,838.82
507,756,2021-06-05,8970.5
508,7,2022-02-01,2693.98
509,966,2023-11-30,441.18
510,1182,2021-01-07,769.42
511,1600,2023-11-18,768.25
512,159,2021-05-31,5800.31
513,1763,2023-10-01,3850.93
514,877,2021-04-01,3829.03
515,247,2021-10-24,7255.35
516,621,2024-07-29,4307.62
517,1259,2025-06-11,4962.5
518,1719,2021-11-04,8139.77
519,4,2024-09-02,9581.7
520,699,2023-02-04,5992.32
521,1540,2020-11-17,1991.58
522,713,2020-09-18,7123.15
523,1480,2021-10-30,9675.15
524,1676,2023-01-01,6514.78
525,767,2025-04-17,1816.86
526,1546,2020-09-12,4497.91
527,1605,2023-07-10,6156.79
528,74,2023-09-03,5050.05
529,1887,2024-07-31,4555.52
530,1462,2022-05-30,5295.02
531,61,2020-12-15,4087.46
532,2,2025-02-06,6271.83
533,1316,2023-04-13,7516.14
534,1937,2021-06-13,363.29
535,74,2021-01-17,8305.14
536,1764,2024-05-05,5520.81
537,1437,2022-11-18,5200.55
538,630,2023-06-06,5394.68
539,576,2023-12-25,2172.73
540,1381,2024-07-16,4764.84
541,1263,2024-08-25,3176.38
542,365,2022-08-09,6475.41
543,1935,2021-12-18,9978.9
544,1730,2022-10-14,4059.51
545,807,2023-12-27,3364.68
546,1113,2023-09-11,2066.57
547,33,2021-04-14,4674.62
548,247,2022-12-24,2579.78
549,1909,2021-05-12,3758.09
550,1116,2020-11-07,3814.23
551,147,2022-02-14,6299.63
552,391,2024-06-13,2290.23
553,1982,2023-04-13,1030.53
554,78,2021-11-23,2290.67
555,907,2022-07-19,6935.6
556,1179,2024-10-16,3763.5
557,955,2025-06-28,9921.57
558,415,2020-12-20,3458.54
559,1905,2024-03-06,4489.46
560,1919,2021-04-07,1546.99
561,54,2022-09-17,149.41
562,1628,2024-03-19,9723.65
563,106,2021-08-18,6109.92
564,1115,2024-01-09,2229.56
565,1389,2023-11-10,7833.04
566,1699,2020-10-30,8819.79
567,276,2022-09-10,8217.61
568,1460,2021-07-24,4135.97
569,380,2021-09-19,625.07
570,1463,2023-02-06,6045.35
571,1658,2021-10-10,7354.94
572,614,2021-08-18,8786.02
573,329,2023-12-05,9682.45
574,1560,2025-02-07,9862.8
575,1176,2023-12-13,9510.52
576,1533,2020-11-27,6472.08
577,1786,2020-09-22,7160.93
578,28,2021-01-17,5532.98
579,940,2023-10-04,7391.38
580,302,2021-04-04,8461.93
581,793,2025-09-01,782.14
582,1220,2023-06-26,5221.54
583,1789,2022-10-14,5423.04
584,173,2021-09-27,4189.66
585,1392,2021-03-31,6950.69
586,902,2021-03-07,2746.61
587,42,2022-02-04,101.08
588,950,2022-01-24,9252.81
589,325,2022-07-29,1649.24
590,437,2025-07-12,2506.1
591,907,2020-11-12,4576.62
592,339,2020-10-22,9869.3
593,1804,2023-01-22,531.21
594,33,2024-05-11,5136.65
595,217,2021-08-09,6619.83
596,100,2022-03-04,6315.5
597,640,2025-07-13,9470.6
598,1831,2025-04-02,5684.68
599,728,2022-10-22,848.24
600,1329,2021-07-03,2118.61
601,317,2024-07-11,1359.03
602,1198,2022-04-14,9373.82
603,1230,2021-04-12,6887.74
604,1413,2022-01-27,2800.52
605,971,2024-10-16,1689.45
606,939,2021-02-08,414.51
607,536,2025-08-29,4879.38
608,1359,2024-04-18,302.75
609,828,2022-10-16,468.13
610,497,2024-10-28,6739.36
611,127,2022-02-25,1613.43
612,1760,2021-12-25,1928.39
613,386,2022-12-24,3784.64
614,1002,2025-07-04,2843.49
615,227,2024-01-05,2743.96
616,278,2021-02-27,1260.72
617,626,2025-06-12,9586.64
618,1589,2022-03-24,6308.03
619,1272,2022-12-29,734.52
620,1567,2022-03-31,5853.95
621,1268,2021-01-08,6769.25
622,187,2023-08-22,3345.42
623,710,2022-02-24,1968.76
624,1570,2023-09-10,8510.07
625,959,2025-03-24,9666.45
626,291,2023-09-07,2660.37
627,1506,2025-08-09,9793.6
628,27,2024-01-11,6420.16
629,884,2025-08-17,9909.27
630,171,2023-02-14,9729.99
631,958,2024-04-21,3531.16
632,507,2024-07-29,8212.7
633,1820,2023-08-26,5914.74
634,21,2023-07-10,6578.85
635,939,2023-10-05,1649.93
636,1174,2021-03-10,1812.06
637,1468,2025-07-24,7248.76
638,50,2025-06-02,5945.66
639,1693,2021-05-20,8562.76
640,962,2024-03-14,1915.68
641,468,2021-05-13,8033.96
642,438,2023-07-03,7951.01
643,1223,2020-10-30,5512.24
644,1979,2022-08-14,881.19
645,1294,2022-08-14,5158.23
646,1190,2024-01-14,289.08
647,1806,2021-01-30,4296.4
648,197,2022-10-17,1227.93
649,1356,2023-04-17,4008.63
650,1933,2025-02-01,1543.44
651,667,2025-08-19,5767.79
652,1506,2024-04-24,4539.44
653,1654,2023-03-07,3919.41
654,335,2022-05-31,1718.15
655,1514,2024-11-06,4935.3
656,1414,2021-12-17,7984.03
657,1329,2024-11-24,4855.2
658,1927,2025-05-17,2273.74
659,508,2021-11-06,5111.88
660,1738,2023-06-15,2234.18
661,823,2023-04-17,9516.02
662,1341,2023-10-14,5250.7
663,1098,2022-04-06,6042.68
664,1494,2025-07-03,8170.44
665,479,2021-07-10,4640.63
666,1006,2021-03-31,682.88
667,662,2022-11-04,1804.78
668,1314,2020-12-07,4876.72
669,1819,2023-12-22,2121.59
670,857,2024-06-13,5249.19
671,509,2022-01-12,7516.11
672,1836,2023-10-04,8502.8
673,671,2020-10-15,7092.65
674,898,2024-07-09,6621.72
675,918,2024-02-27,3144.79
676,1842,2022-05-12,1462.96
677,812,2025-03-04,2634.02
678,337,2021-07-11,6602.39
679,498,2023-01-08,1665.74
680,1075,2024-12-19,8204.31
681,706,2023-02-05,4639.8
682,53,2020-11-23,4446.24
683,1970,2022-02-17,2775.2
684,1239,2021-03-07,8406.58
685,1636,2021-02-01,4236.34
686,797,2024-04-15,6946.83
687,20,2025-07-28,7436.41
688,1961,2022-07-15,1158.14
689,1672,2020-12-03,843.98
690,1089,2022-08-08,5087.54
691,1880,2022-03-27,8942.67
692,869,2024-02-26,1450.61
693,735,2020-12-15,779.8
694,893,2024-04-24,9267.14
695,1963,2024-11-14,8293.68
696,761,2023-07-19,2873.66
697,1571,2021-06-24,3623.51
698,1280,2020-12-15,3510.75
699,41,2023-03-23,3472.78
700,1035,2025-03-04,4328.77
701,960,2021-02-08,9201.78
702,89,2021-03-30,895.15
703,706,2025-03-16,9339.8
704,644,2020-12-03,6770.62
705,610,2021-08-17,9685.58
706,920,2022-09-04,9948.31
707,596,2024-03-03,9032.08
708,17,2022-01-30,1934.87
709,539,2025-07-02,5302.06
710,308,2022-12-28,2779.87
711,1966,2024-01-30,3724.98
712,213,2020-11-16,2846.16
713,790,2023-01-25,286.73
714,929,2022-10-26,679.3
715,1836,2022-07-28,898.4
716,1254,2025-08-24,5148.89
717,896,2025-08-03,2733.16
718,620,2025-07-13,2226.41
719,1973,2021-03-13,8359.46
720,1943,2021-04-26,2653.47
721,519,2023-09-25,4480.25
722,200,2021-08-02,5696.24
723,495,2025-06-21,7051.44
724,835,2021-02-13,2232.69
725,1793,2023-09-13,1925.85
726,1226,2024-08-18,7378.89
727,1103,2024-09-07,913.07
728,979,2021-10-05,3578.38
729,1687,2023-05-16,4528.44
730,1524,2024-11-13,1849.4
731,732,2023-07-31,7587.65
732,1331,2024-10-17,9836.37
733,1595,2024-06-13,8912.31
734,275,2022-05-28,7254.56
735,1097,2023-12-19,4420.31
736,120,2025-06-15,8377.18
737,1796,2023-07-27,3185.45
738,1336,2023-04-05,893.59
739,1353,2024-06-08,2423.65
740,383,2025-07-17,3218.29
741,546,2023-04-21,2106.58
742,1645,2024-04-18,3687.72
743,264,2024-06-17,6045.55
744,1899,2021-11-23,2856.37
745,620,2024-05-14,3430.52
746,1337,2021-03-14,4511.83
747,1814,2021-01-18,8458.83
748,1843,2020-11-16,9009.66
749,969,2021-03-12,5449.08
750,888,2022-05-29,5813.7
751,874,2023-04-25,5230.12
752,962,2022-01-31,7281.15
753,562,2021-12-30,5616.85
754,150,2025-07-28,1658.25
755,1622,2024-06-11,2648.51
756,1192,2025-04-05,3324.93
757,574,2025-07-17,1482.58
758,1206,2021-04-19,4256.02
759,1775,2024-03-05,8088.8
760,217,2024-09-17,6442.82
761,1591,2022-01-18,2102.86
762,1475,2025-04-30,8988.68
763,1596,2024-06-20,2086.68
764,993,2024-02-02,7789.63
765,811,2024-02-19,2252.29
766,1171,2020-12-07,606.81
767,1803,2025-01-22,939.71
768,76,2025-03-14,3716.43
769,1047,2024-03-09,4918.77
770,373,2021-03-25,281.65
771,1091,2024-03-16,737.72
772,1378,2024-12-01,5168.93
773,1680,2024-06-01,4431.64
774,1743,2024-02-16,4601.37
775,30,2021-06-09,5040.66
776,1177,2023-06-29,7416.02
777,1674,2025-07-15,5222.46
778,1723,2022-08-25,3471.08
779,488,2023-03-13,9809.24
780,1132,2024-01-04,5097.72
781,1633,2024-07-13,3616.92
782,342,2024-06-16,4581.21
783,1631,2023-09-20,969.5
784,170,2022-09-16,9395.25
785,112,2023-11-23,2314.26
786,1901,2025-02-05,1948.99
787,1354,2022-09-21,2999.7
788,1902,2024-06-13,5559.45
789,1419,2025-07-29,6195.25
790,735,2024-10-06,3118.52
791,492,2024-05-22,1661.53
792,383,2025-08-29,1736.26
793,916,2021-11-11,3064.89
794,1843,2023-05-08,1838.66
795,1704,2024-09-11,8564.93
796,1399,2024-10-28,7433.96
797,1572,2022-07-18,8840.73
798,111,2021-02-14,8525.53
799,43,2025-06-05,1451.94
800,1793,2025-02-05,7822.66
801,1144,2020-09-15,8903.58
802,694,2025-03-13,931.77
803,1719,2022-08-25,6181.48
804,1498,2021-03-25,4140.42
805,559,2021-01-26,1679.19
806,1071,2024-06-22,8241.56
807,1196,2025-04-16,3367.77
808,1322,2024-01-03,1524.45
809,1714,2024-07-04,1746.72
810,1207,2023-01-14,348.97
811,387,2024-10-20,7067.21
812,1602,2022-06-23,7715.55
813,115,2025-08-13,3263.07
814,499,2021-12-02,1920.97
815,361,2022-11-28,6765.77
816,716,2022-11-05,5206.24
817,146,2022-11-23,6987.74
818,755,2023-02-24,6291.17
819,941,2022-05-04,3867.32
820,181,2021-09-26,2610.78
821,1278,2021-12-26,7999.49
822,1357,2020-11-17,1213.83
823,327,2020-12-08,4929.03
824,17,2024-07-31,117.11
825,1540,2021-02-11,8735.16
826,430,2025-08-12,9166.8
827,478,2022-03-24,9095.74
828,1342,2024-11-06,2467.87
829,447,2021-04-04,4424.24
830,1233,2022-09-05,2840.09
831,1847,2024-04-23,606.42
832,355,2021-09-16,2649.73
833,13,2025-02-01,5123.56
834,843,2025-04-26,5113.91
835,378,2021-01-03,141.96
836,1496,2022-08-20,6761.29
837,1000,2022-01-04,4684.65
838,687,2022-01-27,295.86
839,723,2023-09-19,1879.13
840,1617,2023-04-15,2760.67
841,1908,2025-06-04,6544.69
842,1071,2023-07-03,7535.93
843,1792,2021-04-28,4821.67
844,317,2020-10-18,1376.42
845,1276,2023-06-30,1123.97
846,735,2025-03-05,1598.88
847,95,2024-09-27,7550.95
848,143,2022-03-27,4040.31
849,1131,2025-04-26,5415.73
850,1637,2020-11-17,2025.87
851,1110,2021-03-01,6697.38
852,815,2024-09-27,6208.63
